Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Dominican Republic,DOM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,32000000.0,32000000.0,24000000.0,23000000.0,26000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,56000000.0,263000000.0,707000000.0,772000000.0,972000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,DZA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000000.0,0.0,0.0,0.0,0.0,0.0,0.0
East Asia & Pacific (excluding high income),EAP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,20187000000.0,20311000000.0,20648000000.0,20933000000.0,22191000000.0,25579000000.0,29860000000.0,34875000000.0,51633000000.0,72110000000.0,94270000000.0,125890000000.0,158917000000.0,223128000000.0,261883000000.0,319166000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Early-demographic dividend,EAR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,30499000000.0,32323000000.0,33598000000.0,36448000000.0,39737000000.0,43792000000.0,48424000000.0,54502000000.0,59290000000.0,68709000000.0,76501000000.0,88074000000.0,103336000000.0,115880000000.0,134953000000.0,156185000000.0,0.0,0.0,0.0,0.0,0.0,0.0
East Asia & Pacific,EAS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,40393000000.0,40996000000.0,42473000000.0,44654000000.0,47865000000.0,55917000000.0,62605000000.0,71247000000.0,90054000000.0,111840000000.0,154825000000.0,191239000000.0,230493000000.0,307604000000.0,367895000000.0,445187000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe & Central Asia (excluding high income),ECA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,363000000.0,469000000.0,484000000.0,635000000.0,714000000.0,689000000.0,848000000.0,1503000000.0,2128000000.0,3181000000.0,5525000000.0,7694000000.0,10851000000.0,14681000000.0,17567000000.0,22967000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe & Central Asia,ECS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,64533000000.0,71515000000.0,86915000000.0,103372000000.0,129576000000.0,151932000000.0,175622000000.0,209566000000.0,239374000000.0,270793000000.0,314332000000.0,380609000000.0,449643000000.0,507581000000.0,549850000000.0,625026000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,ECU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,103000000.0,146000000.0,220000000.0,211000000.0,220000000.0,239000000.0,281000000.0,298000000.0,357000000.0,495000000.0,543000000.0,0.0,0.0,0.0,0.0,0.0,0.0
"Egypt, Arab Rep.",EGY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,137000000.0,221000000.0,204000000.0,368000000.0,523000000.0,552000000.0,616000000.0,831000000.0,913000000.0,1133000000.0,1704000000.0,1747000000.0,1497000000.0,1574000000.0,1691000000.0,1598000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Euro area,EMU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,45903000000.0,51790000000.0,64815000000.0,77930000000.0,96330000000.0,113365000000.0,133336000000.0,159665000000.0,183099000000.0,205239000000.0,236871000000.0,283885000000.0,333244000000.0,367773000000.0,386341000000.0,426101000000.0,0.0,0.0,0.0,0.0,0.0,0.0
